id,edad,nivel_edu,ingreso_mensual,sexo,anios_esc
2600,46,Secundaria completa,5160,Mujer,9
2601,37,Medio superior y superior,38000,Hombre,16
2602,36,Secundaria completa,2150,Mujer,9
2603,36,Medio superior y superior,6000,Hombre,12
2604,35,Secundaria completa,4300,Mujer,9
2605,51,Secundaria completa,8600,Hombre,10
2606,62,Secundaria completa,4300,Hombre,9
2607,52,Prrimaria completa,17200,Hombre,6
2608,39,Medio superior y superior,2500,Mujer,13
2609,45,Prrimaria completa,6000,Hombre,6
2610,30,Secundaria completa,6000,Mujer,9
2611,31,Medio superior y superior,10868,Hombre,18
2612,41,Secundaria completa,10750,Hombre,9
2613,34,Medio superior y superior,8600,Hombre,16
2614,36,Secundaria completa,5375,Mujer,9
2615,44,Secundaria completa,3225,Mujer,12
2616,41,Medio superior y superior,12000,Hombre,12
2617,42,Prrimaria completa,8600,Hombre,6
2618,50,Secundaria completa,1935,Mujer,9
2619,44,Secundaria completa,9000,Hombre,9
2620,46,Primaria incompleta,4000,Hombre,0
2621,30,Secundaria completa,2150,Hombre,9
2622,26,Medio superior y superior,12000,Mujer,12
2623,44,Medio superior y superior,14000,Mujer,17
2624,37,Medio superior y superior,10000,Mujer,16
2625,23,Medio superior y superior,7740,Hombre,12
2626,37,Primaria incompleta,3870,Hombre,3
2627,49,Medio superior y superior,10750,Hombre,12
2628,33,Secundaria completa,7740,Hombre,9
2629,48,Medio superior y superior,11000,Hombre,18
2630,36,Medio superior y superior,10000,Mujer,16
2631,36,Medio superior y superior,8600,Hombre,12
2632,34,Medio superior y superior,5590,Hombre,12
2633,69,Primaria incompleta,8600,Hombre,3
2634,78,Prrimaria completa,6000,Mujer,6
2635,24,Primaria incompleta,10750,Hombre,5
2636,25,Secundaria completa,4600,Hombre,11
2637,24,Secundaria completa,8600,Hombre,9
2638,38,Medio superior y superior,5160,Hombre,12
2639,22,Medio superior y superior,3870,Hombre,14
2640,37,Secundaria completa,1290,Mujer,9
2641,39,Prrimaria completa,6880,Mujer,6
2642,36,Prrimaria completa,16340,Hombre,6
2643,38,Medio superior y superior,8471,Hombre,12
2644,25,Medio superior y superior,10000,Mujer,15
2645,37,Medio superior y superior,8000,Mujer,16
2646,26,Prrimaria completa,5590,Hombre,6
2647,30,Secundaria completa,3870,Mujer,9
2648,27,Secundaria completa,8600,Hombre,9
2649,97,Primaria incompleta,4500,Mujer,2
2650,58,Primaria incompleta,5590,Mujer,0
2651,18,Secundaria completa,3600,Mujer,11
2652,50,Medio superior y superior,10000,Hombre,16
2653,48,Secundaria completa,5590,Mujer,9
2654,37,Secundaria completa,4945,Hombre,9
2655,47,Medio superior y superior,10000,Mujer,15
2656,28,Medio superior y superior,8600,Hombre,12
2657,52,Secundaria completa,12900,Hombre,9
2658,44,Secundaria completa,35000,Hombre,10
2659,48,Primaria incompleta,3440,Hombre,3
2660,21,Prrimaria completa,3440,Hombre,7
2661,30,Medio superior y superior,26000,Mujer,17
2662,53,Prrimaria completa,3000,Hombre,6
2663,40,Prrimaria completa,4300,Hombre,6
2664,26,Medio superior y superior,3870,Hombre,12
2665,64,Primaria incompleta,2580,Mujer,3
2666,49,Secundaria completa,8600,Mujer,9
2667,49,Secundaria completa,14000,Mujer,10
2668,54,Primaria incompleta,6450,Mujer,3
2669,25,Prrimaria completa,1720,Mujer,8
2670,34,Secundaria completa,8600,Hombre,9
2671,20,Prrimaria completa,6450,Hombre,6
2672,54,Primaria incompleta,5590,Hombre,5
2673,19,Medio superior y superior,2580,Hombre,12
2674,40,Prrimaria completa,6880,Mujer,6
2675,45,Secundaria completa,7095,Hombre,9
2676,20,Secundaria completa,6450,Hombre,9
2677,31,Secundaria completa,6450,Hombre,9
2678,40,Medio superior y superior,15050,Hombre,12
2679,33,Prrimaria completa,5160,Hombre,8
2680,68,Primaria incompleta,2400,Mujer,0
2681,20,Secundaria completa,4300,Mujer,10
2682,48,Secundaria completa,6400,Mujer,9
2683,45,Medio superior y superior,12900,Hombre,12
2684,50,Primaria incompleta,4300,Hombre,4
2685,32,Medio superior y superior,12000,Hombre,15
2686,30,Secundaria completa,4300,Mujer,9
2687,28,Medio superior y superior,10000,Hombre,16
2688,47,Medio superior y superior,30000,Mujer,18
2689,27,Secundaria completa,7220,Mujer,9
2690,16,Secundaria completa,2150,Hombre,9
2691,31,Secundaria completa,6450,Hombre,9
2692,52,Primaria incompleta,6880,Hombre,3
2693,45,Secundaria completa,21500,Hombre,10
2694,27,Secundaria completa,4300,Hombre,9
2695,26,Medio superior y superior,6020,Hombre,12
2696,17,Secundaria completa,4000,Hombre,9
2697,70,Primaria incompleta,1290,Mujer,0
2698,38,Secundaria completa,8600,Mujer,9
2699,45,Secundaria completa,7500,Hombre,9
2700,42,Secundaria completa,43000,Hombre,9
2701,18,Prrimaria completa,6020,Hombre,8
2702,29,Medio superior y superior,1500,Hombre,12
2703,37,Secundaria completa,2580,Mujer,9
2704,24,Secundaria completa,5590,Hombre,9
2705,54,Primaria incompleta,6000,Mujer,0
2706,32,Secundaria completa,5160,Hombre,9
2707,21,Secundaria completa,7310,Hombre,9
2708,46,Secundaria completa,9000,Hombre,10
2709,35,Medio superior y superior,6450,Hombre,12
2710,43,Prrimaria completa,3870,Mujer,6
2711,15,Prrimaria completa,1290,Mujer,8
2712,20,Medio superior y superior,3600,Mujer,12
2713,23,Medio superior y superior,6450,Hombre,12
2714,30,Medio superior y superior,8600,Mujer,17
2715,58,Prrimaria completa,3870,Mujer,6
2716,56,Primaria incompleta,3870,Hombre,3
2717,33,Secundaria completa,10750,Hombre,9
2718,42,Primaria incompleta,12900,Hombre,3
2719,56,Medio superior y superior,12000,Hombre,12
2720,43,Prrimaria completa,2150,Mujer,6
2721,55,Secundaria completa,6450,Hombre,9
2722,41,Secundaria completa,5590,Hombre,9
2723,37,Medio superior y superior,6000,Hombre,12
2724,64,Primaria incompleta,2150,Hombre,5
2725,41,Medio superior y superior,8600,Hombre,12
2726,55,Prrimaria completa,8600,Hombre,6
2727,57,Medio superior y superior,4300,Mujer,12
2728,56,Prrimaria completa,4300,Mujer,6
2729,53,Medio superior y superior,1720,Hombre,16
2730,25,Medio superior y superior,9890,Hombre,16
2731,44,Secundaria completa,11500,Hombre,11
2732,48,Medio superior y superior,3870,Hombre,12
2733,18,Secundaria completa,12040,Hombre,10
2734,25,Secundaria completa,6450,Hombre,9
2735,43,Medio superior y superior,25000,Hombre,12
2736,28,Medio superior y superior,8000,Mujer,17
2737,18,Prrimaria completa,6450,Hombre,8
2738,15,Secundaria completa,3870,Hombre,9
2739,26,Medio superior y superior,11000,Hombre,17
2740,17,Secundaria completa,2580,Hombre,10
2741,42,Secundaria completa,7740,Hombre,11
2742,40,Medio superior y superior,14050,Hombre,12
2743,43,Primaria incompleta,6450,Hombre,3
2744,40,Prrimaria completa,8600,Hombre,6
2745,29,Medio superior y superior,6400,Hombre,17
2746,23,Secundaria completa,5160,Hombre,10
2747,31,Prrimaria completa,5375,Hombre,6
2748,37,Primaria incompleta,3870,Hombre,3
2749,46,Secundaria completa,6880,Hombre,9
2750,43,Secundaria completa,6880,Mujer,9
2751,25,Secundaria completa,8600,Mujer,9
2752,29,Medio superior y superior,30000,Hombre,17
2753,34,Medio superior y superior,12000,Mujer,16
2754,56,Prrimaria completa,5160,Hombre,6
2755,27,Secundaria completa,4300,Hombre,9
2756,41,Secundaria completa,5375,Mujer,9
2757,33,Secundaria completa,4730,Mujer,9
2758,53,Secundaria completa,4300,Hombre,9
2759,43,Medio superior y superior,11000,Mujer,17
2760,44,Prrimaria completa,6450,Hombre,6
2761,41,Medio superior y superior,2400,Mujer,17
2762,34,Secundaria completa,7740,Hombre,9
2763,78,Primaria incompleta,1200,Mujer,0
2764,52,Secundaria completa,5000,Mujer,12
2765,45,Medio superior y superior,3000,Mujer,12
2766,42,Secundaria completa,2150,Hombre,9
2767,50,Secundaria completa,4300,Mujer,9
2768,76,Primaria incompleta,1032,Hombre,3
2769,45,Medio superior y superior,12800,Mujer,12
2770,54,Prrimaria completa,3225,Hombre,6
2771,37,Secundaria completa,3440,Mujer,9
2772,36,Secundaria completa,16770,Mujer,9
2773,41,Medio superior y superior,3655,Mujer,12
2774,41,Secundaria completa,6450,Mujer,9
2775,64,Primaria incompleta,6450,Hombre,4
2776,35,Secundaria completa,10750,Hombre,9
2777,33,Secundaria completa,6880,Hombre,9
2778,54,Secundaria completa,9000,Hombre,9
2779,24,Secundaria completa,5590,Mujer,10
2780,24,Secundaria completa,1720,Mujer,9
2781,25,Medio superior y superior,12900,Hombre,16
2782,22,Medio superior y superior,10750,Mujer,12
2783,18,Secundaria completa,3225,Mujer,9
2784,56,Secundaria completa,5160,Hombre,9
2785,30,Secundaria completa,6000,Hombre,9
2786,42,Medio superior y superior,12000,Hombre,12
2787,55,Secundaria completa,11610,Hombre,9
2788,22,Secundaria completa,7740,Mujer,9
2789,50,Medio superior y superior,1000,Hombre,16
2790,56,Secundaria completa,7740,Hombre,9
2791,21,Secundaria completa,2240,Mujer,9
2792,27,Secundaria completa,1720,Mujer,9
2793,14,Prrimaria completa,1290,Hombre,8
2794,25,Medio superior y superior,15000,Hombre,17
2795,42,Primaria incompleta,7500,Hombre,1
2796,34,Medio superior y superior,19350,Hombre,17
2797,27,Secundaria completa,7740,Hombre,9
2798,21,Secundaria completa,5160,Mujer,9
2799,35,Secundaria completa,1290,Mujer,11
2800,37,Secundaria completa,5590,Hombre,9
2801,25,Medio superior y superior,8000,Hombre,13
2802,19,Medio superior y superior,5160,Hombre,12
2803,28,Medio superior y superior,10000,Mujer,16
2804,50,Medio superior y superior,9200,Mujer,17
2805,51,Medio superior y superior,3870,Mujer,12
2806,31,Medio superior y superior,3870,Hombre,17
2807,33,Secundaria completa,5160,Hombre,9
2808,41,Primaria incompleta,2150,Mujer,3
2809,51,Secundaria completa,12900,Hombre,9
2810,27,Secundaria completa,7310,Hombre,9
2811,34,Medio superior y superior,4300,Mujer,12
2812,35,Medio superior y superior,10000,Mujer,16
2813,50,Medio superior y superior,10750,Hombre,14
2814,30,Secundaria completa,7740,Hombre,9
2815,63,Secundaria completa,13000,Mujer,11
2816,40,Secundaria completa,7200,Hombre,9
2817,44,Primaria incompleta,2580,Hombre,0
2818,36,Secundaria completa,9030,Hombre,9
2819,43,Prrimaria completa,4300,Mujer,7
2820,51,Primaria incompleta,8600,Hombre,2
2821,24,Secundaria completa,4300,Mujer,9
2822,78,Primaria incompleta,6450,Mujer,4
2823,40,Medio superior y superior,8200,Mujer,17
2824,62,Primaria incompleta,3870,Mujer,0
2825,65,Prrimaria completa,3000,Hombre,6
2826,33,Medio superior y superior,6450,Hombre,12
2827,29,Secundaria completa,15000,Mujer,9
2828,26,Secundaria completa,12000,Hombre,9
2829,55,Secundaria completa,6000,Hombre,9
2830,35,Medio superior y superior,10000,Hombre,16
2831,44,Secundaria completa,30000,Hombre,9
2832,40,Primaria incompleta,5160,Hombre,4
2833,44,Secundaria completa,4300,Mujer,9
2834,56,Medio superior y superior,12900,Mujer,16
2835,52,Medio superior y superior,1548,Hombre,12
2836,26,Secundaria completa,7740,Hombre,9
2837,43,Medio superior y superior,9460,Mujer,12
2838,38,Medio superior y superior,4500,Hombre,12
2839,53,Prrimaria completa,11350,Hombre,6
2840,34,Secundaria completa,14190,Hombre,9
2841,45,Primaria incompleta,1667,Hombre,3
2842,32,Secundaria completa,4300,Mujer,9
2843,55,Prrimaria completa,1935,Hombre,6
2844,35,Prrimaria completa,3870,Mujer,8
2845,57,Prrimaria completa,4300,Hombre,6
2846,45,Secundaria completa,2150,Hombre,9
2847,47,Secundaria completa,7740,Mujer,9
2848,23,Medio superior y superior,7000,Mujer,16
2849,37,Secundaria completa,1505,Hombre,9
2850,27,Secundaria completa,8600,Hombre,11
2851,18,Secundaria completa,3010,Mujer,11
2852,20,Prrimaria completa,5160,Mujer,6
2853,34,Medio superior y superior,4300,Hombre,16
2854,37,Medio superior y superior,10600,Mujer,14
2855,47,Medio superior y superior,18000,Hombre,17
2856,45,Secundaria completa,3600,Mujer,9
2857,52,Secundaria completa,5590,Mujer,9
2858,21,Secundaria completa,7800,Hombre,10
2859,36,Prrimaria completa,5160,Mujer,6
2860,36,Medio superior y superior,2580,Mujer,15
2861,52,Prrimaria completa,6020,Hombre,7
2862,31,Medio superior y superior,2150,Mujer,12
2863,27,Secundaria completa,5160,Hombre,9
2864,48,Secundaria completa,3870,Mujer,10
2865,21,Secundaria completa,7740,Mujer,9
2866,50,Secundaria completa,10320,Hombre,9
2867,24,Secundaria completa,6020,Hombre,9
2868,29,Medio superior y superior,12000,Hombre,16
2869,40,Medio superior y superior,20000,Mujer,17
2870,57,Prrimaria completa,2580,Mujer,6
2871,58,Secundaria completa,3225,Mujer,12
2872,36,Prrimaria completa,5676,Mujer,6
2873,39,Medio superior y superior,12000,Mujer,16
2874,38,Medio superior y superior,6450,Hombre,12
2875,35,Medio superior y superior,12000,Hombre,12
2876,31,Medio superior y superior,8600,Hombre,12
2877,24,Medio superior y superior,7740,Mujer,15
2878,40,Medio superior y superior,19000,Hombre,17
2879,26,Secundaria completa,8600,Mujer,9
2880,30,Secundaria completa,4300,Hombre,9
2881,34,Medio superior y superior,3000,Mujer,15
2882,32,Secundaria completa,10000,Hombre,9
2883,32,Medio superior y superior,8170,Mujer,17
2884,46,Secundaria completa,12040,Hombre,9
2885,45,Medio superior y superior,20000,Mujer,19
2886,46,Secundaria completa,6450,Mujer,9
2887,51,Secundaria completa,4300,Hombre,9
2888,36,Medio superior y superior,8000,Mujer,12
2889,47,Secundaria completa,1500,Mujer,9
2890,69,Primaria incompleta,1978,Hombre,2
2891,47,Primaria incompleta,2580,Hombre,3
2892,26,Secundaria completa,4300,Hombre,9
2893,51,Secundaria completa,7310,Mujer,9
2894,29,Secundaria completa,8600,Hombre,10
2895,57,Primaria incompleta,1250,Hombre,3
2896,67,Primaria incompleta,2580,Mujer,1
2897,59,Primaria incompleta,4300,Hombre,3
2898,67,Prrimaria completa,3870,Hombre,6
2899,36,Secundaria completa,7310,Hombre,9
2900,26,Medio superior y superior,8000,Mujer,15
2901,22,Medio superior y superior,2400,Mujer,15
2902,60,Primaria incompleta,1290,Mujer,0
2903,31,Secundaria completa,5160,Mujer,9
2904,22,Secundaria completa,3440,Mujer,9
2905,31,Secundaria completa,6020,Mujer,9
2906,74,Prrimaria completa,5160,Hombre,6
2907,21,Secundaria completa,5160,Mujer,9
2908,44,Secundaria completa,7310,Hombre,9
2909,44,Medio superior y superior,10000,Mujer,16
2910,17,Secundaria completa,1935,Hombre,10
2911,30,Secundaria completa,4730,Hombre,9
2912,56,Medio superior y superior,20000,Mujer,12
2913,51,Secundaria completa,8600,Hombre,9
2914,52,Medio superior y superior,4300,Mujer,12
2915,19,Medio superior y superior,3440,Mujer,12
2916,23,Secundaria completa,3870,Mujer,9
2917,30,Secundaria completa,5160,Hombre,9
2918,19,Secundaria completa,2150,Mujer,10
2919,33,Medio superior y superior,8600,Hombre,12
2920,28,Secundaria completa,8600,Hombre,9
2921,45,Medio superior y superior,2150,Hombre,16
2922,34,Medio superior y superior,8000,Mujer,16
2923,32,Prrimaria completa,3000,Mujer,6
2924,44,Medio superior y superior,8000,Hombre,16
2925,20,Secundaria completa,3000,Hombre,11
2926,32,Medio superior y superior,12900,Mujer,17
2927,45,Medio superior y superior,15000,Mujer,16
2928,46,Secundaria completa,12000,Hombre,9
2929,57,Secundaria completa,5590,Hombre,9
2930,36,Prrimaria completa,12900,Mujer,6
2931,20,Secundaria completa,5590,Hombre,9
2932,27,Medio superior y superior,5160,Hombre,12
2933,60,Secundaria completa,8600,Hombre,9
2934,18,Secundaria completa,3870,Hombre,11
2935,25,Secundaria completa,3010,Hombre,9
2936,25,Medio superior y superior,4300,Hombre,12
2937,50,Prrimaria completa,10750,Hombre,6
2938,32,Secundaria completa,8600,Hombre,9
2939,64,Primaria incompleta,3000,Hombre,0
2940,65,Primaria incompleta,3440,Mujer,3
2941,18,Secundaria completa,3440,Mujer,10
2942,28,Secundaria completa,4730,Hombre,9
2943,49,Prrimaria completa,7000,Hombre,6
2944,54,Prrimaria completa,4300,Hombre,8
2945,45,Medio superior y superior,10000,Hombre,12
2946,49,Prrimaria completa,6450,Mujer,6
2947,47,Secundaria completa,10750,Hombre,9
2948,24,Medio superior y superior,14000,Hombre,16
2949,39,Secundaria completa,8600,Hombre,9
2950,29,Medio superior y superior,1000,Mujer,12
2951,37,Secundaria completa,4600,Hombre,9
2952,53,Medio superior y superior,30000,Hombre,19
2953,41,Secundaria completa,6020,Hombre,9
2954,40,Primaria incompleta,5160,Hombre,0
2955,45,Medio superior y superior,14000,Hombre,15
2956,14,Prrimaria completa,5160,Hombre,6
2957,51,Secundaria completa,7740,Hombre,9
2958,35,Medio superior y superior,8600,Hombre,12
2959,32,Medio superior y superior,1290,Mujer,16
2960,27,Secundaria completa,4300,Hombre,9
2961,41,Prrimaria completa,4300,Hombre,6
2962,46,Prrimaria completa,4085,Mujer,6
2963,67,Secundaria completa,3870,Mujer,9
2964,52,Primaria incompleta,1505,Hombre,3
2965,45,Primaria incompleta,6450,Hombre,4
2966,66,Prrimaria completa,1290,Hombre,6
2967,27,Medio superior y superior,3000,Hombre,16
2968,68,Medio superior y superior,18000,Hombre,17
2969,22,Medio superior y superior,5805,Mujer,15
2970,39,Secundaria completa,6880,Mujer,9
2971,18,Medio superior y superior,3870,Mujer,12
2972,28,Medio superior y superior,15050,Hombre,12
2973,34,Medio superior y superior,1600,Hombre,12
2974,21,Secundaria completa,7138,Mujer,9
2975,53,Secundaria completa,4300,Hombre,11
2976,37,Medio superior y superior,8000,Hombre,12
2977,56,Secundaria completa,11180,Hombre,9
2978,31,Medio superior y superior,8600,Hombre,16
2979,22,Secundaria completa,4300,Hombre,11
2980,56,Secundaria completa,4300,Hombre,10
2981,45,Prrimaria completa,2500,Hombre,6
2982,44,Prrimaria completa,1720,Mujer,6
2983,25,Secundaria completa,2580,Hombre,9
2984,18,Secundaria completa,3225,Mujer,11
2985,46,Secundaria completa,8858,Hombre,10
2986,68,Prrimaria completa,6450,Hombre,6
2987,29,Secundaria completa,5160,Mujer,9
2988,39,Medio superior y superior,4300,Hombre,17
2989,25,Medio superior y superior,3440,Hombre,14
2990,32,Medio superior y superior,8600,Hombre,12
2991,18,Secundaria completa,5160,Hombre,9
2992,36,Medio superior y superior,21500,Hombre,12
2993,20,Medio superior y superior,3225,Hombre,13
2994,54,Medio superior y superior,8000,Hombre,17
2995,21,Secundaria completa,6880,Hombre,10
2996,25,Medio superior y superior,4300,Mujer,16
2997,24,Secundaria completa,5160,Hombre,9
2998,39,Secundaria completa,9030,Hombre,9
2999,32,Secundaria completa,24000,Hombre,11
3000,22,Secundaria completa,6450,Mujer,10
3001,29,Prrimaria completa,3870,Hombre,6
3002,21,Medio superior y superior,8600,Hombre,12
3003,56,Secundaria completa,4800,Hombre,9
3004,50,Medio superior y superior,12000,Hombre,12
3005,31,Medio superior y superior,8000,Mujer,17
3006,57,Prrimaria completa,2150,Mujer,6
